x_m,y_m,elevation_m,x_ft,y_ft,elevation_ft,acquisition_date_start,acquisition_date_end,acquisition_date_mid,decimal_year,survey_title,inport_id,source_file
191777.8004,560106.477,3.1863,629191.0,1837616.0,10.4537,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191779.6292,560106.477,3.0485,629197.0,1837616.0,10.0016,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191781.458,560106.477,2.7946,629203.0,1837616.0,9.1687,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191783.2868,560106.477,2.5013,629209.0,1837616.0,8.2063,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191785.1156,560106.477,2.3434,629215.0,1837616.0,7.6882,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191786.9444,560106.477,2.1773,629221.0,1837616.0,7.1433,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191788.7732,560106.477,1.9704,629227.0,1837616.0,6.4647,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191790.602,560106.477,1.6916,629233.0,1837616.0,5.55,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191792.4308,560106.477,1.4671,629239.0,1837616.0,4.8133,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
191794.2596,560106.477,1.1921,629245.0,1837616.0,3.9112,2010-05-04,2010-06-16,2010-05-25,2010.394521,"2010 USACE NCMP Topobathy Lidar: Atlantic Coast (NC, SC, GA, FL)",50093,2010_USACE_SE_J1316971tR0_C0_clipped.tif
